City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,khouribga,32.9333,-6.6,56.05,60,98,8.12,MA,1704401403
279,hithadhoo,-0.6,73.0833,82.22,77,93,7.54,MV,1704401680
280,havre,49.5833,0.3333,50.4,76,100,25.32,FR,1704401680
281,prince rupert,54.3161,-130.3201,44.29,79,40,11.5,CA,1704401680
282,srednebelaya,50.6594,128.0106,-6.83,93,99,10.56,RU,1704401681
283,taoudenni,22.6783,-3.9836,69.93,15,2,8.99,ML,1704401681
284,posto fiscal rolim de moura,-13.0833,-62.2667,78.31,94,100,5.46,BR,1704401681
285,naha,26.2125,127.6811,61.48,63,75,9.22,JP,1704401666
286,shimoda,34.6667,138.95,51.26,61,74,2.59,JP,1704401682
287,queenstown,-31.8976,26.8753,60.66,94,24,3.22,ZA,1704401682
288,isafjordur,66.0755,-23.124,31.33,96,92,11.63,IS,1704401683
289,susuman,62.7833,148.1667,-44.54,100,98,0.58,RU,1704401683
290,moyobamba,-6.05,-76.9667,83.48,53,87,2.73,PE,1704401428
291,khandyga,62.6667,135.6,-42.45,100,53,2.15,RU,1704401683
292,port augusta,-32.5,137.7667,78.13,57,96,7.92,AU,1704401683
293,isangel,-19.55,169.2667,80.71,83,100,0.0,VU,1704401684
294,gryazovets,58.88,40.2525,-14.82,98,100,5.7,RU,1704401684
295,kayangel,8.0823,134.7173,84.04,78,52,15.35,PW,1704401684
296,bibiani,6.4635,-2.3194,76.91,79,94,1.66,GH,1704401684
297,beira,-19.8436,34.8389,82.49,83,20,9.22,MZ,1704401685
298,kyzylorda,44.8528,65.5092,28.42,86,0,4.47,KZ,1704401685
299,san patricio,28.017,-97.5169,68.86,65,95,12.57,US,1704401685
300,magadan,59.5667,150.8,-15.0,83,1,6.04,RU,1704401685
301,tacna,-18.0056,-70.2483,73.6,57,0,11.5,PE,1704401589
302,la mira,18.035,-102.3266,82.02,52,16,9.28,MX,1704401687
303,campbell river,50.0163,-125.2446,49.53,87,20,6.91,CA,1704401439
304,ust-nera,64.5667,143.2,-45.47,99,77,3.09,RU,1704401687
305,asau,46.4333,26.4,45.52,76,100,17.38,RO,1704401687
306,tomohon,1.3346,124.8392,67.14,92,83,2.21,ID,1704401688
307,redencao,-4.2258,-38.7306,80.98,71,81,6.46,BR,1704401688
308,kropyvnytskyi,48.5132,32.2597,42.46,87,100,6.33,UA,1704401688
309,mutoko,-17.397,32.2268,67.12,77,85,6.89,ZW,1704401689
310,selkirk,50.1436,-96.8845,18.16,83,68,8.99,CA,1704401598
